number,title,url,pages,summary,characters
61,Magic-Nullifying Crystal,https://frieren.fandom.com/wiki/Chapter_61,18,"Twenty-nine years after the death of Himmel the Hero, Frieren's Party is in the Saum Marshes. Frieren finds a Magic-Nullifying Crystal and tells Fern and Stark about its properties. Later, the ground collapses beneath them and they fall into a cave made of magic-nullifying crystal, which they trek through. Fern wonders how Frieren can sleep so soundly in their situation, as the crystals prevent them from using magic, and Fern admits to Stark that she is terrified. They are suddenly interrupted by a Venomous Apex Dragon bursting out of the water, and as they prepare to face it, Frieren tells Stark that she is able to sleep soundly because she has entrusted her life to him, and if he wants to flee, then they will flee together as they are a party, just as the Hero Party did. She pours mana into a magic-nullifying crystal and uses it to blind the dragon, and Frieren's party escapes from the cave together. They then continue on their travels north.","[{""name"": ""Stark""}, {""name"": ""Fern""}, {""name"": ""Frieren""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Himmel"", ""type"": ""Flashback""}, {""name"": ""Heiter"", ""type"": ""Flashback""}]"
62,Why I Set Out on This Journey,https://frieren.fandom.com/wiki/Chapter_62,18,"Twenty-nine years after the death of the Hero Himmel, Frieren's Party is in the Great Sanft Forest. Stark accidentally walks to the river when Fern and Frieren are bathing, and the mood becomes tense. They arrive at a fork in the road between the Northern Plateau and Neutral Harbor. Inside the inn at the fork they encounter Wirbel, Ehre, and Scharf. Wirbel asks Frieren to let him convince Stark to help him in the war in the Northern Frontier for two or three years to stabilize the front. Frieren agrees, and states that perhaps Stark felt uncomfortable in their party. Later that evening, Fern approaches Stark who tells her that he turned Wirbel down and that he genuinely wanted to join Fern and Frieren, in large part because of Fern's encouragement. The next day, Wirbel's Party and Frieren's Party go their separate ways, with Wirbel stating they will meet again at the Northern Frontier sooner or later.","[{""name"": ""Stark""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Wirbel""}, {""name"": ""Ehre""}, {""name"": ""Scharf""}, {""name"": ""Sein"", ""type"": ""Flashback""}]"
63,The Hero of the South,https://frieren.fandom.com/wiki/Chapter_63,18,"Twenty-nine years after the death of the Hero Himmel, Frieren's Party are in Fabel Village. They receive a request to polish a hero's statue. To Fern and Stark's surprise, it is not a statue of Himmel, but of the Hero of the South. Frieren explains the feats of the Hero of the South, who wiped out the Demon King's frontline forces, killed three of the Seven Sages of Destruction, and ultimately slayed Schlacht the Omniscient.
As they clean up his statue, Frieren recalls meeting the Hero of the South while she was living in the Central Lands. He is unable to convince her to join him, but he tells her his secret: he can actually see the future, and has foreseen he will die in a year. However, he tells Frieren that a young hero will visit her soon and that she will defeat the Demon King with him; he asks her to tell this hero that he, humanity's greatest hero, promises he will blaze a path to the future, even if he doesn't make a mark on history. Frieren finishes polishing his statue and thinks that he has, in fact, made his mark in history.","[{""name"": ""Chief of Fabel Village"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Continued Northern Travels Arc""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Schlacht"", ""type"": ""Imagined Debut""}, {""name"": ""Seven Sages Of Destruction"", ""type"": ""Cameo"", ""link"": ""Seven Sages of Destruction""}, {""name"": ""Macht"", ""type"": ""Cameo""}, {""name"": ""Grausam"", ""type"": ""Cameo""}, {""name"": ""Aura"", ""type"": ""Imagined""}, {""name"": ""Böse"", ""type"": ""Imagined""}, {""name"": ""Hero of the South"", ""type"": ""Flashback Debut""}, {""name"": ""Heiter"", ""type"": ""Flashback""}, {""name"": ""Himmel"", ""type"": ""Flashback""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Demon King"", ""type"": ""Mentioned""}]"
64,The Demon with a Sword,https://frieren.fandom.com/wiki/Chapter_64,18,"Twenty-nine years after the Hero Himmel's passing, Frieren's Party are in Graf Dach's Domain. To Stark and Fern's surprise, Frieren is in a rush to leave the town. Graf Dach invites them to a banquet before they can leave, and request they retrieve an heirloom sword stolen by a demon. Frieren's Party head in the direction the demon fled, and after journeying, find a village in ruins with a lone priestess in the area. The priestess asks them to pray for the villagers with her, but Frieren blasts a grave and reveals no one is buried, because the villagers were eaten by the fake priestess, who is actually the demon with a sword. They defeat the demon and Frieren remembers Himmel declaring that he would never leave people in need, no matter how challenging the request. They return the sword to Graf Dach and continue on their travels.","[{""name"": ""Stark""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Graf Dach's Butler"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Continued Northern Travels Arc""}, {""name"": ""Graf Dach"", ""type"": ""Debut""}, {""name"": ""Dach's great-grandfather"", ""type"": ""Flashback Debut"", ""link"": ""List of Characters/Minor#Continued Northern Travels Arc""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Himmel"", ""type"": ""Flashback""}, {""name"": ""Heiter"", ""type"": ""Flashback""}, {""name"": ""The demon who previously stole Graf Dach's heirloom sword"", ""type"": ""Flashback Debut"", ""link"": ""List of Characters/Minor#Continued Northern Travels Arc""}, {""name"": ""Sword demon"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Continued Northern Travels Arc""}]"
65,The Secret Hot Spring of the Etwas Mountains,https://frieren.fandom.com/wiki/Chapter_65,18,"Twenty-nine years after the Hero Himmel's passing, Frieren's Party are in the Etwas Mountains. The temperature is warmer because they have reached a volcanic belt, and Fern is excited at the prospect of a hot spring. However, the village and hot springs that Frieren expects to find have been abandoned for 30 years, and the hot springs have dried up. The family in the cabin that tells them of this mentions there is a secret hot spring in the Etwas Mountains. Stark wants to check out the secret hot spring despite Frieren's insistence it's not worth the time and effort. They journey to the secret hot spring, defeating a three-headed lizard along the way, and find a shallow hot spring only suitable for a footbath. However, Stark points out it isn't bad, as it means they can all get in together and look at the view - the same one Eisen and the Hero Party had saw. Afterwards, they trek back to the main road from the hot spring.","[{""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Etwas Mountains family"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Continued Northern Travels Arc""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Heiter"", ""type"": ""Flashback""}, {""name"": ""Himmel"", ""type"": ""Flashback""}]"
66,The Places She Would Like,https://frieren.fandom.com/wiki/Chapter_66,18,"Twenty-nine years after the Hero Himmel's passing, Frieren's Party are in the Fortified City of Heiß. As they have some free time, Stark, in an attempt to get even with Fern's harshness, asks her on a date. To his surprise, she accepts. Stark then asks Frieren for advice on what Fern would like, and Frieren takes him to spots around the city she thinks Fern would enjoy. Stark comments that she knows Fern well, but Frieren says it is really Heiter who knew her well. Nonetheless, Stark says it is impressive for Frieren to remember all these things, and she is managing to be a good parent after all. The next morning, Fern asks Frieren which dress is better. A tired Frieren says they're the same, and Fern braids Frieren's hair angrily. After, Stark and Fern meet in the streets, and head out on their date.","[{""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Himmel"", ""type"": ""Flashback""}, {""name"": ""Heiter"", ""type"": ""Flashback""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Bathhouse woman"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Continued Northern Travels Arc""}]"
67,Peaceful Time,https://frieren.fandom.com/wiki/Chapter_67,17,"Right after the events of the previous chapter, Fern and Stark go on their date together. Stark takes Fern to all the places Frieren showed him, including a market, street food vendors, a statue of Himmel in the town plaza, a dessert place, and an overlook of the city. Stark comments that Fern isn't having much fun, as she hasn't smiled all day. Fern admits that while Stark took her to places she'd normally like, it didn't feel like places he would choose. Stark admits that he had Frieren pick all the spots, and while Fern admits that she is a little disappointed, she is happy he put so much thought into the date for her. Afterwards, they sit together and talk about their masters; later, Fern and Frieren sit in the hot springs together, and Frieren notes that Fern is in a good mood. The next day, they depart from the Fortified City of Heiß and continue on their travels, this time with Frieren's hair in good-mood braids.","[{""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Frieren""}, {""name"": ""Himmel"", ""type"": ""Mentioned""}, {""name"": ""Heiter"", ""type"": ""Mentioned""}, {""name"": ""Eisen"", ""type"": ""Flashback""}]"
68,Northern Plateau,https://frieren.fandom.com/wiki/Chapter_68,18,"Twenty-nine years after the Hero Himmel's passing, Frieren's Party is in the Nachricht Region. They pass through the checkpoint to the Northern Plateau, and quickly encounter a variety of different monsters. They stop at a cabin, where a villager requests they subjugate a monster further up the road. Stark questions why the villagers don't leave for safer lands, but the villager says that this land is filled with his family's memories, and asks how one could abandon their hometown. After subjugating the monster, Stark wonders if going by sea would have been easier, but Frieren recalls Himmel saying he wants to protect other people's homes, not just his own, and she tells Stark that many people call the Northern Plateau home. Stark and Fern both agree, and the party then continues their travels.","[{""name"": ""Stoltz"", ""type"": ""Chapter Cover""}, {""name"": ""Stark""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Northern Plateau border guard"", ""link"": ""List of Characters/Minor#Continued Northern Travels Arc""}, {""name"": ""Nachricht Region villager"", ""link"": ""List of Characters/Minor#Continued Northern Travels Arc""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Heiter"", ""type"": ""Flashback""}, {""name"": ""Himmel"", ""type"": ""Flashback""}]"
69,Boshaft—The Emperor's Spirit,https://frieren.fandom.com/wiki/Chapter_69,18,"Twenty-nine years after the passing of Himmel the Hero, Frieren's Party arrives at a town in the Bier Region. They overhear that a Dwarf named Fass, who has been seeking the alcoholic drink Boshaft—said to be the finest spirit in the world—is close to finding it after searching for two centuries. Fass asks for Frieren's assistance, as he has found the ruins Boshaft is stored in based on a stone tablet in Ancient Elvish and needs help breaking the barrier spell over the door.
Frieren ends up deciphering the barrier after three months, but she is unhappy as she knows the truth behind the alcohol, which the elf Milliarde, despondent after spending her whole life pursuing something worthless, had hid for no reason. Frieren worries the same fate will befall Fass, but upon finally trying Boshaft, Fass laughs in delight and makes the whole town try it. Fass tells them that although the drink was disappointing, he is glad that they were there, as he has never had such a fun night.","[{""name"": ""Stark""}, {""name"": ""Fern""}, {""name"": ""Frieren""}, {""name"": ""Bier region tavern guests"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Continued Northern Travels Arc""}, {""name"": ""Heiter"", ""type"": ""Flashback""}, {""name"": ""Fass"", ""type"": ""Debut""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Himmel"", ""type"": ""Flashback""}, {""name"": ""Demon King"", ""type"": ""Mentioned""}, {""name"": ""Milliarde"", ""type"": ""Flashback Debut""}]"
70,The Norm Company,https://frieren.fandom.com/wiki/Chapter_70,18,"Thirty years after the Hero Himmel's passing, Frieren's Party are in the Norm Company Territory. Norm, the president of the company, asks Frieren to pay off her debt from the time of the Hero Party detailed on a promissory note. Due to interest, she does not have enough money and he sends her to the mines for 300 years. However, it is revealed that due to demon attacks, the distribution networks of the Northern Plateau are in terrible shape, and this was simply a ploy by Norm to get Frieren to discover silver ore in the mines and rebuild the Norm Company, as a total collapse would cause many to starve to death. Frieren agrees to help, and after finding the silver ore, Frieren reunites with her party, who were about to raid the mine to break her out.","[{""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Norm"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Named Characters""}, {""name"": ""Norm Company miners"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Continued Northern Travels Arc""}, {""name"": ""Lord Norm"", ""type"": ""Flashback Debut"", ""link"": ""List of Characters/Minor#Named Characters""}, {""name"": ""Goddess of Creation"", ""type"": ""Mentioned""}]"
71,Subjugation Request,https://frieren.fandom.com/wiki/Chapter_71,18,"Thirty years after the Hero Himmel's passing, Genau is in the Rufen Region in the ruins of his hometown. Genau subjugates all the demons and finds the dying baker's son. He reassures him that the townspeople are safe, and when the man dies, he carries his body back to Methode. Methode reassures him that the town's deaths are not his fault. Suddenly, the two first-class mages mages sense two mages. Frieren bursts in through the church window, with the rest of the party at the ready outside, as they had also received the subjugation request, and upon arriving, Genau's killing-intent filled mana made her believe he was a demon. Methode says that it is strange that the village was slaughtered even with the Chivalric Order of Norm stationed there, and Genau shares that he believes the demon who attacked the village is still alive. Frieren smiles and says they can help.","[{""name"": ""Rufen Region demon"", ""link"": ""List of Characters/Minor#Divine Revolte Arc""}, {""name"": ""Genau""}, {""name"": ""Serie"", ""type"": ""Mentioned""}, {""name"": ""Baker's son"", ""link"": ""List of Characters/Minor#Divine Revolte Arc""}, {""name"": ""Methode""}, {""name"": ""Goddess of Creation"", ""type"": ""Statue""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Village garrison captain"", ""link"": ""List of Characters/Minor#Divine Revolte Arc""}]"
72,The General,https://frieren.fandom.com/wiki/Chapter_72,18,"Right after the events of the previous chapter, Genau reapplies a barrier to the church and tells Stark burial traditions in the Northern Plateau. Methode tells Frieren that as Serie's apprentice, she has been tasked to subjugate demons with Genau. In a flashback, Methode questions Serie's decision to pair her with Genau, who tells her to not be like him, as he likes fighting and is not a decent person. After, the group shares information on the demon that attacked the village, which they believe to be a quadruple wielder. Meanwhile, a distance away from the village in the ruins of a castle, a young demon runs up to Revolte and tells him that prey have fallen into their trap. Revolte tells the young demon they will wait for them to split up, as although he does not understand why, he has noticed that humans have a habit of leaving someone behind to protect corpses.","[{""name"": ""Methode""}, {""name"": ""Stark""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Genau""}, {""name"": ""Serie"", ""type"": ""Flashback""}, {""name"": ""Genau's previous partner"", ""type"": ""Flashback"", ""link"": ""List of Characters/Minor#Divine Revolte Arc""}, {""name"": ""Übel"", ""type"": ""Mentioned""}, {""name"": ""Eisen"", ""type"": ""Mentioned""}, {""name"": ""Young Demon"", ""link"": ""List of Characters/Minor#Named Characters""}, {""name"": ""Revolte"", ""type"": ""Debut""}]"
73,Encounter Battle,https://frieren.fandom.com/wiki/Chapter_73,18,"Right after the events of the previous chapter, the group of mages splits up. Stark stays with Genau to guard the corpses in town while Frieren, Fern, and Methode head off to search for demons. Genau tells Stark that he is a good man, but he won't survive long; Genau himself does not know what he's doing here after everything he has abandoned. Meanwhile, Methode, Fern, and Frieren trek through the forest. They are found by two unnamed demons who create a magic fog made of mana and split the mages up. Frieren decides to leave the fight to Fern, since she is the first-class mage.","[{""name"": ""Genau""}, {""name"": ""Stark""}, {""name"": ""Fern""}, {""name"": ""Methode""}, {""name"": ""Frieren""}, {""name"": ""Serie"", ""type"": ""Flashback""}, {""name"": ""Fog Control Demon"", ""link"": ""List of Characters/Minor#Unnamed Characters""}, {""name"": ""Whirlwind Attack Demon"", ""link"": ""List of Characters/Minor#Unnamed Characters""}]"
74,Divine Revolte,https://frieren.fandom.com/wiki/Chapter_74,18,"Stark returns to the campfire and shares a late-night snack with Genau, who identifies the demon that attacked the village as the Divine Revolte, the same demon who killed his former partner. When Revolte appears, he immediately attacks them. Genau uses the spell to manipulate niello wings: Digardnacht to block Revolte's blows and warns Stark not to take the attacks head-on, but Stark is still struck, creating an opening for Genau to wound Revolte. Revolte recognizes Genau and taunts him about his dead comrade, then tricks him by using a demon disguised as a child to exploit human instincts to protect children. Although Genau is stabbed in the torso, he quickly recovers and kills the disguised demon, realizing his judgment had been clouded by memories of his fallen partner. Revolte moves to finish Genau, but Stark blocks him, refusing to stay down. As Stark insists that the last person standing wins, Genau agrees and decides to keep fighting alongside him.","[{""name"": ""Fern"", ""type"": ""Chapter Cover""}, {""name"": ""Frieren"", ""type"": ""Chapter Cover""}, {""name"": ""Genau""}, {""name"": ""Stark""}, {""name"": ""Methode"", ""type"": ""Mentioned""}, {""name"": ""Revolte""}, {""name"": ""Young Demon"", ""link"": ""List of Characters/Minor#Named Characters""}, {""name"": ""Genau's previous partner"", ""type"": ""Flashback"", ""link"": ""List of Characters/Minor#Divine Revolte Arc""}, {""name"": ""Serie"", ""type"": ""Flashback""}]"
75,Erilfrachte-The Spell to Dispel Fog,https://frieren.fandom.com/wiki/Chapter_75,18,,"[{""name"": ""Fog Control Demon"", ""link"": ""List of Characters/Minor#Unnamed Characters""}, {""name"": ""Fern""}, {""name"": ""Frieren""}, {""name"": ""Methode""}, {""name"": ""Whirlwind Attack Demon"", ""link"": ""List of Characters/Minor#Unnamed Characters""}]"
76,Settling,https://frieren.fandom.com/wiki/Chapter_76,18,,"[{""name"": ""Genau""}, {""name"": ""Stark""}, {""name"": ""Revolte""}, {""name"": ""Methode""}, {""name"": ""Fern""}, {""name"": ""Frieren""}, {""name"": ""Sein"", ""type"": ""Flashback""}]"
77,A Thunder of Dragons,https://frieren.fandom.com/wiki/Chapter_77,18,"Thirty years after the Hero Himmel's passing, Frieren's Party is in the Drachen Region. They find a village destroyed by a dragon attack, and agree to slay the thunder of dragons in exchange for a spell that allows you to say tongue twisters without tripping over your words. After exterminating the dragons, they receive the reward, and Fern asks Frieren why she always takes rewards for helping others. Frieren explains that Himmel did not want to put others in their debt. Meanwhile, Denken meets Lernen and Edel, who assign him the duty of maintaining the barrier that seals the Golden Land.","[{""name"": ""Stark""}, {""name"": ""Fern""}, {""name"": ""Frieren""}, {""name"": ""Drachen Region chief"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Heiter"", ""type"": ""Flashback""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Himmel"", ""type"": ""Flashback""}, {""name"": ""Denken""}, {""name"": ""Lernen""}, {""name"": ""Edel""}, {""name"": ""Serie"", ""type"": ""Mentioned""}, {""name"": ""Macht"", ""type"": ""Imagined Debut""}]"
78,Lake Korridor,https://frieren.fandom.com/wiki/Chapter_78,18,"Thirty years after the Hero Himmel's passing, Frieren's Party is in a port city by Lake Korridor, waiting for the rain to stop to cross the lake safely. After waiting out the winter, Frieren asks a ferryman to boat them over, but they do not have enough funds to pay for the fare. The ferryman offers a request to find the Hero Himmel's lost memoir in lieu of payment, and Frieren accepts. After dismantling the barrier protecting the abandoned monastery where the memoir was rumored to be, Frieren locates the memoir and offers it to the ferryman. However, the ferryman refuses to take it, as Frieren appears sad while reading it, and tells her that there are likely enough different valuable books to cover the fare's cost.","[{""name"": ""Stark""}, {""name"": ""Fern""}, {""name"": ""Frieren""}, {""name"": ""Lake Korridor ferryman"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Himmel"", ""type"": ""Flashback""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Heiter"", ""type"": ""Flashback""}]"
79,The Great Tor Canyon,https://frieren.fandom.com/wiki/Chapter_79,18,"Thirty years after the Hero Himmel’s passing, Frieren’s Party is at the Great Tor Canyon, and is unable to cross it safely. They encounter the dwarf Gehen and his bridge, but are informed that giant bird monsters have made it dangerous to cross. Gehen requests Frieren to exterminate the monsters in exchange for a spell that lets you flip pancakes perfectly, and Frieren accepts the quest. When Stark asks Frieren why Gehen has chosen to build a bridge across the canyon, Frieren explains that Gehen’s village had been destroyed by demons, and the nearest soldiers were across the canyon and unable to help. After destroying the nest, Frieren asks Gehen what he plans on doing now that his task is complete, and Gehen responds by saying that he will spend the rest of his life at the new village, to Frieren’s surprise.","[{""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Frieren""}, {""name"": ""Gehen"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Named Characters""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Himmel"", ""type"": ""Flashback""}, {""name"": ""Heiter"", ""type"": ""Flashback""}, {""name"": ""Garrison near the Tor canyon"", ""type"": ""Flashback Debut"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Great Tor canyon villager"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}]"
80,Holy Snow Crystals,https://frieren.fandom.com/wiki/Chapter_80,18,"Thirty years after the hero Himmel's passing, Frieren, Fern, and Stark are in the Schmal Snowfield, of the Northern Plateau. Frieren remarks their lack of travelling funds, and takes a detour in an attempt to earn money upon noticing something. The trio walk into an adventurers camp, one built by those who gathered in a search of valuable Holy Snow Crystals. Stark suggests mining these minerals as a way of making money, but Frieren shoots him down. They head towards a marketplace within the camp, and Fern remarks on the high prices of goods. With an explanation from Frieren on why Holy Snow Crystals are valuable, Fern realizes that subjugation rewards would also be greater. The trio are then tasked by a local man to eliminate the monsters nested in a massive vein, and to erect an anti-personnel barrier to prevent trespassing. Frieren accepts the request, and heads to their destination. They eliminate the a wolf-like monster there, and camp for the night. The next morning, they marvel at the sight, and erect the barrier. At their return, the man gives them their promised rewards.","[{""name"": ""Fern""}, {""name"": ""Frieren""}, {""name"": ""Stark""}, {""name"": ""Schmal snowfield miner"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Schmal snowfield adventurer"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Heiter"", ""type"": ""Flashback""}, {""name"": ""Himmel"", ""type"": ""Flashback""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Demon King"", ""type"": ""Mentioned""}]"
81,The Golden Land,https://frieren.fandom.com/wiki/Chapter_81,18,"Thirty years after the Hero Himmel's passing, Frieren's Party are in the Weise Region. Frieren's Party receives a private request from first-class mage Lernen to assist the new barrier keeper of the Golden Land, which is a region transformed into gold at the hands of Macht, one of the Seven Sages of Destruction, fifty years ago. Frieren is initially wary but accepts due to a grimoire that is included as the reward. Upon arriving at the Golden Land, they find that the new keeper of the Golden Land's barrier is Denken, who finally receives the post after successfully becoming a first-class mage. Denken, having revisited his hometown, intends to face Macht of Golden Land and return the Golden Land to normal, an idea which Frieren immediately dismisses as she refuses to engage in a battle with Macht. It turns out that Macht is one of the eleven people Frieren has lost to, and she can still not picture herself defeating Macht. Frieren says it is the best choice to leave him sealed inside the barrier until he dies, to which Denken says that was his initial idea. However, after he revisited his hometown and visited his wife's grave, he decided on this undertaking. Denken tells Frieren's Party they do not have to accept the request and that he intends to face Macht alone, but Frieren, after recalling a memory with Himmel and the Hero Party, agrees to help Denken ""seize a chance of victory.""","[{""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Lernen"", ""type"": ""Flashback""}, {""name"": ""Denken""}, {""name"": ""Serie"", ""type"": ""Mentioned""}, {""name"": ""Glück"", ""type"": ""Mentioned""}, {""name"": ""Macht"", ""type"": ""Flashback""}, {""name"": ""Qual"", ""type"": ""Flashback""}, {""name"": ""Emperor"", ""type"": ""Cameo""}, {""name"": ""Denken's wife"", ""type"": ""Flashback""}, {""name"": ""Himmel"", ""type"": ""Flashback""}, {""name"": ""Heiter"", ""type"": ""Flashback""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Flamme"", ""type"": ""Flashback""}]"
82,Diagoldze—The Spell to Transmute All Creation into Gold,https://frieren.fandom.com/wiki/Chapter_82,18,"Denken invites Frieren's Party into the hut prepared for the barrier keepers, explaining that barely anyone uses it. Frieren remarks it is because the Golden Land and Macht naturally makes mages nervous. Fern is also anxious and explains that even though the Golden Land is such a huge region magically turned into gold, she cannot feel any mana coming from it. She says that the Golden Land is detected as a mass of pure, solid gold instead of magic. Frieren talks about Macht's specialized magic, the spell to transmute all creation into gold: Diagoldze - an irreversible curse which is imperceptible as magic. It is because of this unique power that Macht is considered the most powerful Sage of Destruction. She concludes that it is impossible to counter his magic and says that Serie's presence is required. Denken begins to tell them about the information he gathered, but Frieren asks him to start from the conclusion. Denken then says if they start from the conclusion, then the conclusion is that it is impossible to defeat Macht.
Meanwhile, first-class mage Lernen and second-class mage Edel are on a wagon. Edel, seeming exhausted, asks Lernen why he went to great lengths to assist Denken. Lernen reveals that they are old friends and were fellow Imperial Mages. When Lernen was expelled from his position, Denken was the only person who defended him until the end, which made Lernen feel indebted. Yet, through many years, like Denken delaying his return to his hometown, Lernen delayed repaying Denken. Therefore, when Denken finally decided to return, Lernen also decided to help him. Edel comments that it was too late, to which Lernen agrees, saying ""There is no such thing as ""someday"" in our lives,"" and that they should have realized sooner.","[{""name"": ""Denken""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Macht"", ""type"": ""Flashback""}, {""name"": ""Sein"", ""type"": ""Flashback""}, {""name"": ""Lernen""}, {""name"": ""Edel""}, {""name"": ""Denken's wife"", ""type"": ""Mentioned""}]"
83,Stone Bracelet of Servitude,https://frieren.fandom.com/wiki/Chapter_83,18,"Denken details the investigation Lernen had launched into the Golden Land, after mentioning that he had entered the Golden Land and left unscathed even after being found by Macht. Lernen recruits second-class mage Edel with him on his quest to investigate the Golden Land, to which Edel reluctantly agrees, while citing that she cannot possibly investigate a demon. He presents her with the replica of the Stone Bracelet of Servitude, the only magical item that is capable of controlling a demon's mind. Apparently, the ruler of the Fortress City of Weise used the Stone Bracelet of Servitude to freely control Macht, until the demon resisted and transmuted the whole city into gold. He informs Edel that Macht of Golden Land was rumored to still be wearing the bracelet and asked her to study its enchantment in an attempt to restore the bracelet. 
Afterwards, they travel to the area outside the Golden Land where they encounter second-class mage Früh, who was part of the party of mages Lernen had asked to conduct a preliminary examination in the Golden Land. Fruh told them that their party encountered Macht inside the Golden Land and was wiped out in the blink of an eye. Lernen then asks why she was able to escape, or why Macht had let her flee. Before she can form a reply, Früh is transmuted into gold so quickly that Edel cannot read her memory. Lernen states that Macht probably delayed her transformation as a warning to outsiders and that they had underestimated Macht.","[{""name"": ""Denken""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Macht"", ""type"": ""Flashback""}, {""name"": ""Serie's apprentices that sealed Macht"", ""type"": ""Imagined Debut"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Edel"", ""type"": ""Flashback""}, {""name"": ""Lernen"", ""type"": ""Flashback""}, {""name"": ""Kanne"", ""type"": ""Memory""}, {""name"": ""Lawine"", ""type"": ""Memory""}, {""name"": ""Methode"", ""type"": ""Flashback""}, {""name"": ""Ewig the Sage"", ""type"": ""Mentioned""}, {""name"": ""Glück"", ""type"": ""Mentioned""}, {""name"": ""Tau"", ""type"": ""Flashback Debut"", ""link"": ""List of Characters/Minor#Named Characters""}, {""name"": ""Second-class mages"", ""type"": ""Flashback Debut"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Früh"", ""type"": ""Flashback Debut"", ""link"": ""List of Characters/Minor#Named Characters""}]"
